num_ID,date_ID,collectiondate,year,num_month,month,season,dayssince,age,sex,species,phase,latitude,longitude,culmen1,culmen2,middle_toe,total_head,total_tarsus,wing,thaw_mass,ingestafree_mass,defeathered_mass,wet_bodymass,dry_mass,ab_fat,blg,breast,fat_mass,fat_percent,protein_mass,protein_percent,water_mass,water_percent,ash_mass,ash_percent
93,1/3/17-6,1/3/2017,2017,1,January,2,90,A,F,SNGO,B,34.37,-91.53,56.3,64.6,57.5,111.6,92.2,418,2126.5,2028.3,1987.3,1889.1,716.2,22.8,389.2,168.4,239.4914379,33.44,410.44,86.1,1154.6,61.72,66.27,13.9
94,1/3/17-7,1/3/2017,2017,1,January,2,90,J,M,SNGO,W,34.37,-91.53,55.4,66.7,63.7,112.7,94.8,413,2100.8,2024.1,1980.2,1903.5,757.9,49.8,360.6,182.5,290.8271185,38.37,391.68,83.86,1133,59.92,75.39,16.14
95,1/3/17-8,1/3/2017,2017,1,January,2,90,J,M,SNGO,W,34.37,-91.53,58.5,69.2,63.7,123.6,97,420,2373.4,2276.3,2222.1,2125,840.3,33.9,402.8,212.7,304.1357813,36.19,452.24,84.35,1261.4,60.02,83.92,15.65
96,1/3/17-9,1/3/2017,2017,1,January,2,90,J,F,SNGO,B,34.37,-91.53,50.9,61.6,64,110.9,98.3,403,2304.1,2160.3,2159.7,2015.9,795.5,45.8,384.5,179.2,313.1032143,39.36,401.28,83.18,1204.2,60.22,81.12,16.82
104,1/5/17-1,1/5/2017,2017,1,January,2,92,A,M,GWFG,,33.86,-91.41,51.7,60.5,68,116.2,90.6,430,2647.7,2479.2,2471,2302.5,819.2,17.4,452.3,247.9,236.8630335,28.91,486.33,83.51,1432.7,63.62,96.01,16.49
105,1/5/17-10,1/5/2017,2017,1,January,2,92,A,F,SNGO,W,34.11,-91.39,49.1,59.6,52.3,104.5,85.1,390,1730.4,1659.9,1590.3,1519.8,615.3,27.8,298.6,153.1,228.4918178,37.14,324.31,83.84,902.3,59.46,62.5,16.16
106,1/5/17-11,1/5/2017,2017,1,January,2,92,A,F,SNGO,W,34.11,-91.39,53.5,64,57.1,112,92.7,441,2086.6,1956.1,1917.4,1786.9,618.7,3.4,337.2,167.6,135.5447227,21.91,400.85,82.97,1156.8,65.15,82.31,17.03
107,1/5/17-12,1/5/2017,2017,1,January,2,92,A,M,SNGO,B,34.11,-91.39,53.3,63.3,65.1,114.8,94.8,422,2278.7,2184.5,2120.8,2026.6,774.3,23.6,387.4,176.1,250.2790378,32.32,434.3,82.88,1238.6,61.53,89.72,17.12
108,1/5/17-2,1/5/2017,2017,1,January,2,92,A,F,GWFG,,33.86,-91.41,47.1,54.8,61.6,105.2,80,406,2116,2044.8,1922,1850.8,760,27.2,339.6,174.7,258.773109,34.05,421.13,84.02,1085.5,58.82,80.09,15.98
109,1/5/17-3,1/5/2017,2017,1,January,2,92,A,F,SNGO,W,34.11,-91.39,50,59.6,55.6,107.5,87.3,412,1873.5,1775.8,1718.2,1620.5,613.2,17.1,311.8,161.9,174.7911253,28.5,368.29,84.01,988.6,61.72,70.12,15.99
110,1/5/17-4,1/5/2017,2017,1,January,2,92,A,M,SNGO,B,34.11,-91.39,53.1,62.9,65.6,114.7,100.8,457,2400.5,2265.7,2183.6,2048.8,778.7,30,388.9,186.4,187.0229356,24.02,486.68,82.26,1250.2,61.62,104.99,17.74
111,1/5/17-5,1/5/2017,2017,1,January,2,92,J,F,SNGO,W,34.11,-91.39,50.8,58.8,58.7,107.3,90.9,397,1820.5,1678,1687.4,1544.9,561.2,20.1,295.1,142.1,136.3165169,24.29,361.03,84.97,972.1,63.4,63.85,15.03
112,1/5/17-6,1/5/2017,2017,1,January,2,92,A,M,SNGO,B,34.11,-91.39,54,63.9,63.9,101.7,96.9,417,2203.6,2105,2030.2,1931.6,884.2,39.8,376.9,173.8,352.3882358,39.85,458.13,86.15,1035.4,53.94,73.68,13.85
113,1/5/17-7,1/5/2017,2017,1,January,2,92,A,F,SNGO,W,34.11,-91.39,51.7,62.1,60.2,113,94.2,424,2292.2,2181.6,2132.1,2021.5,770.6,26,392.3,198,245.8778039,31.91,434.03,82.72,1239.5,61.66,90.69,17.28
114,1/5/17-8,1/5/2017,2017,1,January,2,92,A,M,SNGO,W,34.11,-91.39,52.3,63.8,65.7,114.6,100.5,436,2354,2210.4,2157.6,2014,730.5,19.5,380.9,189.6,172.3265199,23.59,459.01,82.23,1289.8,63.84,99.17,17.77
115,1/5/17-9,1/5/2017,2017,1,January,2,92,A,M,SNGO,W,34.11,-91.39,53.2,67.7,60.3,115.6,97.4,440,2231.4,2151.9,2058.7,1979.2,757.7,41.5,355.9,175.3,242.3384352,31.98,413.97,80.33,1206.4,61.42,101.39,19.67
120,1/7/17-1,1/7/2017,2017,1,January,2,94,A,M,SNGO,W,33.84,-91.46,50.4,59.7,57.4,110.1,94.6,426,2042.1,1904.9,1876.9,1739.7,661.1,18.3,331.6,163.1,163.7093654,24.76,411.64,82.76,1078.4,61.99,85.75,17.24
121,1/7/17-2,1/7/2017,2017,1,January,2,95,J,F,SNGO,W,33.84,-91.46,50.7,60.6,56,107.8,91.5,378,1833.2,1751.8,1758.2,1676.8,613.1,23.1,337.9,176.1,197.2529144,32.17,341,82,1054,63.22,74.84,18
122,1/7/17-3,1/7/2017,2017,1,January,2,96,A,M,ROGO,W,33.84,-91.46,43.1,53.9,51.5,90.6,94.6,382,1585.3,1442.6,1499.9,1357.2,486.9,12.5,279.1,145.4,132.6225555,27.24,297.14,83.87,857,63.77,57.14,16.13
123,1/7/17-4,1/7/2017,2017,1,January,2,97,J,F,SNGO,W,33.84,-91.46,48.9,60.4,60.7,106,92,374,1610.1,1509.3,1533.6,1432.8,590.4,32.1,293.4,151,231.9658605,39.29,304.85,85.05,843.6,58.83,53.59,14.95
124,1/7/17-5,1/7/2017,2017,1,January,2,98,A,F,SNGO,W,33.84,-91.46,53.1,63.6,57.8,112.6,91.3,427,2015,1909.6,1879.9,1774.5,735.7,30,351.6,186.3,274.1489618,37.26,383.33,83.05,1031.3,58.36,78.22,16.95
125,1/7/17-6,1/7/2017,2017,1,January,2,99,A,M,ROGO,W,33.84,-91.46,41.7,51.7,49.5,89,86.5,388,1351.8,1221.1,1243.5,1112.8,390.5,4.6,233.2,126.1,75.24020985,19.27,260.89,82.75,719.7,64.83,54.37,17.25
126,1/7/17-7,1/7/2017,2017,1,January,2,100,A,F,SNGO,W,33.84,-91.46,56.7,64.7,62.4,113.6,96,430,2286.2,2156.8,2147.1,2017.7,773.6,29.7,395,206.4,235.0390878,30.38,440.32,81.76,1238.5,61.55,98.24,18.24
127,1/7/17-8,1/7/2017,2017,1,January,2,101,A,M,ROGO,W,33.84,-91.46,40.5,48.9,47.6,89.1,82.9,398,1558.1,1442.1,1444.3,1328.3,507.4,16.5,257.1,137.4,169.1725973,33.34,284.59,84.14,821,61.8,53.64,15.86
5,1/10/17-1,1/10/2017,2017,1,January,2,97,A,F,SNGO,I,34.16,-91.56,51.8,62.8,55.3,112.7,88.8,410,1865.4,1757.4,1735.6,1627.6,635,30.2,326.3,167.8,218.3536514,34.39,340.61,81.75,980.4,60.69,76.03,18.25
6,1/10/17-10,1/10/2017,2017,1,January,2,97,A,M,GWFG,,34.16,-91.56,47.5,55.2,66.9,108,87.9,446,2377.8,2270.1,2205.4,2097.7,852.3,27.6,439.9,236.8,319.6912261,37.51,440.74,82.75,1233.9,59.15,91.87,17.25
7,1/10/17-11,1/10/2017,2017,1,January,2,97,A,F,SNGO,B,34.16,-91.56,50.1,62.4,59.9,108.4,91.5,408,1904.9,1848,1764.7,1707.8,608.8,12.2,374.3,175.1,157.2460384,25.83,374.71,82.98,1082.1,64,76.84,17.02
8,1/10/17-12,1/10/2017,2017,1,January,2,97,A,F,GWFG,,34.16,-91.56,50.7,57,61.7,108.2,81,40.9,2109.6,1980.2,1960.6,1831.2,654.9,18.5,398.6,202.7,150.72634,23.02,423.22,83.94,1168,64.07,80.96,16.06
9,1/10/17-2,1/10/2017,2017,1,January,2,97,A,M,GWFG,,34.16,-91.56,49.8,56.8,64.2,106.6,85.7,418,2133,2012.5,1977.2,1856.7,655.8,10.7,405.1,202.7,117.1925713,17.87,460.07,85.42,1183.4,64.34,78.54,14.58
10,1/10/17-3,1/10/2017,2017,1,January,2,97,A,M,ROGO,W,34.16,-91.56,41.6,59.7,51,91,83.7,381,1477.7,1395.9,1364.2,1282.4,486.4,20.4,239.6,129.2,165.0586498,33.93,266.65,82.98,779.5,61.58,54.69,17.02
11,1/10/17-4,1/10/2017,2017,1,January,2,97,A,M,ROGO,W,34.16,-91.56,39.4,48.8,49.5,88.7,80.2,372,1483.4,1416.7,1374.8,1308.1,512.3,21.9,250.2,131.6,174.8533806,34.13,282.59,83.74,792.4,60.73,54.86,16.26
12,1/10/17-5,1/10/2017,2017,1,January,2,97,J,F,GWFG,,34.16,-91.56,46.9,55.4,61.4,108,84.4,391,2082.8,1963.6,1958.7,1839.5,754.6,32.9,373.6,192.3,266.1510564,35.27,412.55,84.46,1061.2,58.44,75.9,15.54
13,1/10/17-6,1/10/2017,2017,1,January,2,97,A,F,SNGO,B,34.16,-91.56,56.2,67.4,66.7,117.9,97.4,427,1951.6,1896.8,1807.5,1752.7,681.9,25.1,382.4,190.3,220.4343169,32.33,373.41,80.92,1009.1,59.67,88.05,19.08
14,1/10/17-7,1/10/2017,2017,1,January,2,97,A,M,GWFG,,34.16,-91.56,51.3,57.6,66.3,113.6,87.2,429,2321.9,2247.7,2169.2,2095,832.2,36.6,443.3,248.3,270.5106434,32.51,456.56,81.28,1245.2,59.94,105.13,18.72
15,1/10/17-8,1/10/2017,2017,1,January,2,97,A,F,ROGO,W,34.16,-91.56,37.3,44.2,51.6,82.9,81.5,372,1258,1215.1,1143.7,1100.8,395.9,11.5,215.9,113.2,110.5263425,27.92,238.63,83.62,697.5,63.79,46.74,16.38
16,1/10/17-9,1/10/2017,2017,1,January,2,97,A,M,SNGO,W,34.16,-91.56,54,64,58.4,112.2,94.1,435,1981,1931.1,1944.7,1894.8,655.9,23.1,382.9,194.8,166.9034223,25.45,410.28,83.9,1121.7,63.1,78.71,16.1
67,1/20/17-1,1/20/2017,2017,1,January,2,107,A,F,SNGO,W,33.86,-91.41,52.3,64.5,63.2,114.5,99.5,426,2112.1,2062.5,1951.9,1902.3,742.8,44,378,200.7,249.2038111,33.55,406.29,82.31,1148.2,60.72,87.31,17.69
68,1/20/17-2,1/20/2017,2017,1,January,2,107,A,M,GWFG,,33.86,-91.41,49.3,58.5,64.4,109.5,87.8,436,2350.3,2303,2181.1,2133.8,816.5,30.9,463.7,240,252.2761717,30.9,461.12,81.73,1309.1,61.59,103.1,18.27
69,1/20/17-3,1/20/2017,2017,1,January,2,107,A,M,GWFG,,33.87,-91.4,51.2,59.4,65.3,112.4,90.6,432,2346.7,2292.4,2166.3,2112,819.9,32.3,402.8,201.6,258.1319762,31.48,455.36,81.06,1101.7,57.33,106.41,18.94
70,1/20/17-4,1/20/2017,2017,1,January,2,107,A,M,SNGO,W,33.87,-91.4,57,66.5,65.7,118.7,101.9,440,2412.6,2351.4,2191.3,2130.1,826.2,28,402,197.1,235.4459123,28.5,479.34,81.14,1292.8,61.01,111.42,18.86
71,1/25/17-1,1/25/2017,2017,1,January,2,112,A,F,GWFG,,34.38,-91.53,50.5,56.6,67.1,111.4,89.1,423,2396.4,2265.1,2215,2083.7,797.6,15.9,393.5,204.8,246.8893234,30.95,444.54,80.72,1274.7,61.51,106.17,19.28
72,1/25/17-2,1/25/2017,2017,1,January,2,112,J,F,GWFG,,34.38,-91.53,48.5,57.3,60.4,105.3,84.7,406,1960.1,1834.1,1798.1,1672.1,614.3,21.7,339,172.8,169.5624374,27.6,367.02,82.52,1047.7,63.04,77.72,17.48
73,1/25/17-3,1/25/2017,2017,1,January,2,112,A,M,GWFG,,34.38,-91.53,53.3,60.5,66.6,112.3,88.6,427,2483.3,2337.4,2321.7,2175.8,828.7,26,410.6,211.3,239.8685232,28.95,475.3,80.72,1335.4,61.71,113.54,19.28
97,1/30/17-1,1/30/2017,2017,1,January,2,117,A,M,GWFG,,33.83,-91.42,52.9,60.1,67.6,112,90.2,429,2420,2311.9,2239.8,2131.7,827.9,38,459.7,251.4,264.9817093,32.01,463.66,82.37,1278.1,60.69,99.26,17.63
98,1/30/17-2,1/30/2017,2017,1,January,2,117,A,M,SNGO,W,34.31,-91.49,54.5,63.3,61.2,112.9,98.3,420,2120.7,2033.4,1955.6,1868.3,675,18,375.6,191.3,184.3580383,27.31,409.64,83.49,1171,63.43,81,16.51
99,1/30/17-3,1/30/2017,2017,1,January,2,117,A,M,SNGO,B,34.31,-91.49,51.8,62.8,61.2,113.3,96.3,443,2227.7,2141.1,2061.3,1974.7,761.7,26.9,399.6,200.5,229.6626099,30.15,436.1,81.97,1196.3,61.1,95.93,18.03
100,1/30/17-4,1/30/2017,2017,1,January,2,117,A,M,GWFG,,34.38,-91.53,51.5,58.8,62.4,109.5,84.2,416,2156.9,2030.3,2003.9,1877.3,770.2,26.4,362.8,189,265.3635507,34.45,418.61,82.92,1102.5,58.87,86.23,17.08
101,1/30/17-5,1/30/2017,2017,1,January,2,117,A,M,GWFG,,34.37,-91.52,52.2,57,66.5,110.6,90,428,2411.4,2332.1,2261.7,2182.4,899.3,42.1,428.2,239.7,333.1761303,37.05,477.71,84.38,1261.4,58.38,88.41,15.62
102,1/30/17-6,1/30/2017,2017,1,January,2,117,A,F,SNGO,W,34.39,-91.54,50.7,61.2,63,112.7,97,426,2072,1971.4,1878.1,1777.5,693.4,17.1,371.5,187.5,228.7811931,32.99,389.1,83.75,1070.3,60.68,75.52,16.25
103,1/30/17-7,1/30/2017,2017,1,January,2,117,A,F,SNGO,W,34.39,-91.54,52.7,63.7,61.4,115.4,96.8,423,2306.4,2235.4,2061.9,1990.9,721.9,25,405.7,187.5,211.6714614,29.32,412.67,80.88,1267.5,63.71,97.56,19.12
342,2/5/17-1,2/5/2017,2017,2,February,2,123,A,F,GWFG,,33.68,-91.26,47.5,52.9,65.8,106.8,84.2,397,2123.9,1996.8,1971.7,1844.6,723.3,16.2,353.1,193.1,231.1620565,31.96,408.93,83.09,1111.1,60.57,83.2,16.91
343,2/5/17-2,2/5/2017,2017,2,February,2,123,A,M,GWFG,,33.68,-91.26,53.4,62.8,69.9,116.5,91.1,423,2468.3,2380.8,2289.7,2202.2,866.5,36.8,434.3,237.6,280.2483932,32.34,478.56,81.63,1315.1,60.28,107.69,18.37
344,2/5/17-3,2/5/2017,2017,2,February,2,123,A,M,GWFG,,33.68,-91.26,52.3,60.4,68.3,112.7,92.5,439,2545.3,2357.9,2362.6,2175.2,751.2,18.1,437.1,216.2,182.3780896,24.28,466.22,81.96,1376.5,64.69,102.61,18.04
345,2/5/17-4,2/5/2017,2017,2,February,2,123,A,F,GWFG,,33.68,-91.26,49.2,55.6,64.2,106.5,87.1,415,2159.2,2066.3,2006.1,1913.2,726.8,23.8,386.7,206.5,214.9835539,29.58,410.5,80.2,1155.6,61.39,101.32,19.8
346,2/5/17-5,2/5/2017,2017,2,February,2,123,A,F,ROGO,W,33.75,-91.28,38.1,44.7,50.7,84.3,81.6,390,1517.8,1373.2,1385.4,1240.8,400,6.1,249.3,131.1,75.44394713,18.86,271.26,83.58,821.8,67.26,53.3,16.42
300,2/10/17-1,2/10/2017,2017,2,February,2,128,A,F,GWFG,,33.68,-91.31,45,52.5,63.8,105.5,86.7,407,2244.1,2075.5,2086.4,1917.8,649.9,5.9,411.9,223.9,127.7356994,19.65,431.25,82.59,1250.8,65.81,90.91,17.41
301,2/10/17-2,2/10/2017,2017,2,February,2,128,J,M,GWFG,,33.68,-91.26,49.8,60.2,63.1,111.1,99.8,390,2058.9,1947.2,1862.4,1750.7,695.3,24.6,367.5,201.6,212.6462896,30.58,393.9,81.61,1046.7,60.09,88.75,18.39
302,2/10/17-3,2/10/2017,2017,2,February,2,128,A,M,GWFG,,33.68,-91.27,47.9,54.9,65,112.2,86.4,434,2512.8,2456.9,2307.6,2251.7,926.7,44.8,459.4,252.8,329.0488829,35.51,497.44,83.23,1314.4,58.65,100.21,16.77
303,2/10/17-4,2/10/2017,2017,2,February,2,128,J,F,GWFG,,33.68,-91.27,44.9,50.8,68.8,99.5,88.1,400,2288.7,2232.2,2135.5,2079,967.1,59,381.9,196.3,481.6607724,49.8,420.11,86.54,1094.9,53.1,65.33,13.46
304,2/10/17-5,2/10/2017,2017,2,February,2,128,J,M,SNGO,W,33.66,-91.27,59.2,67.3,66.6,120.2,106.3,388,1957.1,1782.6,1802,1627.5,579.4,14.1,334,178.4,140.2753273,24.21,356.68,81.22,1040.2,64.23,82.45,18.78
305,2/10/17-6,2/10/2017,2017,2,February,2,128,J,F,SNGO,B,33.66,-91.27,53.3,62.9,56.8,110.3,90,384,1712.3,1549.7,1610.2,1447.6,452.5,4.6,294.1,140.4,63.81238155,14.1,318.62,81.97,976.8,68.34,70.06,18.03
306,2/10/17-7,2/10/2017,2017,2,February,2,128,A,F,SNGO,W,33.66,-91.27,55.2,65.3,67.4,117.5,101.9,430,1981.2,1859.5,1835.2,1713.5,554.3,2,329.2,135.1,82.63844293,14.91,393.68,83.47,1142.3,67.33,77.98,16.53
307,2/10/17-8,2/10/2017,2017,2,February,2,128,A,M,ROGO,W,33.66,-91.27,41.3,50.4,53.7,89.8,86.2,374,1557.3,1425.7,1416.3,1284.7,426.7,3.4,251.6,129,75.75825925,17.75,295.39,84.17,848.2,66.53,55.56,15.83
308,2/10/17-9,2/10/2017,2017,2,February,2,128,J,F,ROGO,W,33.66,-91.27,33.2,40.4,47.5,81.6,74.8,327,889,777.7,819,707.7,207.7,0,139.7,68.9,9.236337064,4.45,164.3,82.79,496.9,70.52,34.16,17.21
320,2/15/17-1,2/15/2017,2017,2,February,2,133,A,F,GWFG,,33.68,-91.25,42.6,49.4,60.2,100,81.1,406,1927.7,1820,1778.3,1670.6,555.3,6.3,369,199.9,106.5996326,19.2,378.22,84.29,1089.3,66.23,70.48,15.71
321,2/15/17-2,2/15/2017,2017,2,February,2,133,A,F,GWFG,,33.68,-91.25,49.7,54.8,67.7,108.5,89.6,414,1983.1,1849.6,1846.2,1712.7,572.8,10.2,331.5,154.4,127.9286323,22.33,368,82.72,1120.3,66.17,76.87,17.28
322,2/15/17-3,2/15/2017,2017,2,February,2,133,A,M,GWFG,,33.69,-91.27,50.5,58.1,62.4,108.2,86.5,420,2126,2079.3,1972.9,1926.2,712.8,19.3,426.6,221.7,199.9308862,28.05,426.22,83.1,1204.8,62.83,86.65,16.9
323,2/15/17-4,2/15/2017,2017,2,February,2,133,A,F,GWFG,,33.69,-91.27,46.9,54.9,63.4,108.1,82.8,393,2248.6,2162.2,2090.6,2004.2,771.8,31.7,433.1,228.7,276.3582148,35.81,408.51,82.45,1206.9,60.99,86.93,17.55
324,2/15/17-5,2/15/2017,2017,2,February,2,133,A,M,SNGO,B,33.69,-91.27,54.5,65.2,63.3,113.8,95.4,436,1946,1811.6,1971.3,1836.9,563,11.1,318.8,166.7,115.4185434,20.5,363.39,81.19,1061.1,65.33,84.19,18.81
332,2/22/17-1,2/22/2017,2017,2,February,2,140,J,F,SNGO,B,33.69,-91.27,49.6,60.9,57,109.4,90.5,364,1670.5,1575.4,1555.4,1460.3,540.6,16.3,304.1,156.8,153.7225146,28.44,322.38,83.33,909.3,62.71,64.5,16.67
333,2/22/17-10,2/22/2017,2017,2,February,2,140,J,F,GWFG,,34.3,-91.49,46.9,52.3,62.5,102,84.2,385,1846.1,1711.6,1710.4,1575.9,541.8,9.9,325.6,157.2,125.8184164,23.22,337.53,81.14,1016.1,65.22,78.45,18.86
334,2/22/17-2,2/22/2017,2017,2,February,2,140,A,F,SNGO,W,33.69,-91.27,46.8,54.9,50.4,99.9,87.9,402,1723,1645.3,1589.4,1511.7,540.2,5.1,332.5,159.3,117.2142716,21.7,348.41,82.37,661.9,55.06,74.57,17.63
335,2/22/17-3,2/22/2017,2017,2,February,2,140,A,F,SNGO,B,33.69,-91.27,50.5,62,56.4,108.6,87.9,407,1777.4,1681.3,1634.2,1538.1,541.1,8.8,313.1,160.3,125.0085543,23.1,349.31,83.95,989,64.64,66.78,16.05
336,2/22/17-4,2/22/2017,2017,2,February,2,140,A,F,SNGO,B,33.69,-91.27,56.7,65.5,59.4,114.8,92.6,410,1984.6,1894.1,1825.7,1735.2,583.3,10.4,359.3,177.5,101.3704403,17.38,403.1,83.64,1140,66.15,78.83,16.36
337,2/22/17-5,2/22/2017,2017,2,February,2,140,J,F,SNGO,W,33.71,-91.29,52.8,64.2,56.4,112,90.6,396,1654.6,1616.4,1535.5,1497.3,564.1,17.9,298.5,152.4,161.8406806,28.69,323.73,80.48,916.4,61.9,78.53,19.52
338,2/22/17-6,2/22/2017,2017,2,February,2,140,A,M,SNGO,B,33.75,-91.28,50.6,60.7,57.3,111,96.9,410,1921.9,1843,1778.4,1699.5,657.8,11.8,357.8,178.4,148.9178611,22.64,411.41,80.85,1029.5,61.01,97.47,19.15
339,2/22/17-7,2/22/2017,2017,2,February,2,140,A,F,SNGO,B,34.37,-91.53,52.8,63.7,62,112.3,94.8,429,2001.3,1936.6,1852.4,1787.7,684.3,28.4,341.6,168.6,201.8809925,29.5,405.93,84.14,1083.6,61.29,76.49,15.86
340,2/22/17-8,2/22/2017,2017,2,February,2,140,A,F,SNGO,W,34.37,-91.53,49.9,58,55.5,107,88.1,383,1773.3,1681,1609.2,1516.9,501.5,3.5,279.2,138,89.94598681,17.94,343.84,83.55,1003.4,66.68,67.71,16.45
341,2/22/17-9,2/22/2017,2017,2,February,2,140,A,M,GWFG,,34.3,-91.49,48.4,54.3,65,106.3,87,426,2231.6,2106.6,2046.5,1921.5,682.6,8.3,373.3,185.3,138.6745921,20.32,437.72,80.47,1213.8,64.01,106.21,19.53
